"iso_code","glottocode","wals_code","Name","genus","SVO_order","Glottocode","Name_SIL","Language.name","Longitude","Latitude","Area_GLOT","Continent_SIL","Country","Status_GLOT","Population_SIL","Family_SIL_Lv1","Family_SIL_Lv2","Family_SIL_Lv3","Family_GLOT_Lv1","Family_GLOT_Lv2","Family_GLOT_Lv3"
"poe","sanj1285","psj","Popoloca (San Juan Atzingo)","Popolocan",NA,"sanj1285","San Juan Atzingo Popoloca","San Juan Atzingo Popoloca",-97.3792,18.2225,"North America","Americas","Mexico (MX)","threatened",5000,"Oto-Manguean","Popolocan","Popolocan","Otomanguean","Eastern Otomanguean","Popoloca-Zapotecan"
"poi","high1276","zqs","Zoque (Soteapan)","Mixe-Zoque","2 SVO","high1276","Highland Popoluca","Highland Popoluca",-94.9109,18.198,"North America","Americas","Mexico (MX)","threatened",30000,"Mixe-Zoque","Zoque",NA,"Mixe-Zoque","Zoque","Gulf Zoque"
"pol","poli1260","pol","Polish","Slavic","2 SVO","poli1260","Polish","Polish",18.6255,51.8439,"Eurasia","Europe","Belarus (BY) / Czech Republic (CZ) / Germany (DE) / Lithuania (LT) / Poland (PL) / Russian Federation (RU) / Slovakia (SK) / Ukraine (UA)","not endangered",3.7e+07,"Indo-European","Slavic","Lechitic","Indo-European","Balto-Slavic","Slavic"
"pom","sout2982","pso","Pomo (Southeastern)","Pomoan","1 SOV","sout2982","Southeastern Pomo","Southeastern Pomo",-122.599,38.9354,"North America","Americas","United States (US)","extinct",5,"Hokan","Northern","Southeastern","Pomoan",NA,NA
"pon","pohn1238","poh","Pohnpeian","Oceanic","2 SVO","pohn1238","Pohnpeian","Pohnpeian",158.223,6.87212,"Papunesia","Pacific","Micronesia, Federated States of (FM)","not endangered",29000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"poo","cent2138","pmc","Pomo (Central)","Pomoan",NA,"cent2138","Central Pomo","Central Pomo",-123.664,38.9055,"North America","Americas","United States (US)","extinct",4,"Hokan","Northern","Russian River and Eastern","Pomoan","Russian River and Eastern","Russian River"
"por","port1283","por","Portuguese","Romance","2 SVO","port1283","Portuguese","Portuguese",-8.1,39.91,"Eurasia","Americas","Andorra (AD) / Argentina (AR) / Bolivia, Plurinational State of (BO) / Brazil (BR) / Colombia (CO) / France (FR) / French Guiana (GF) / Guyana (GY) / Paraguay (PY) / Peru (PE) / Portugal (PT) / Spain (ES) / Suriname (SR) / Uruguay (UY) / Venezuela, Bolivarian Republic of (VE)","not endangered",1.6e+08,"Indo-European","Italic","Italo-Western","Indo-European","Italic","Latino-Faliscan"
"pos","sayu1241","say","Sayultec","Mixe-Zoque",NA,"sayu1241","Sayula Popoluca","Sayula Popoluca",-94.9531,17.8606,"North America","Americas","Mexico (MX)","shifting",4000,"Mixe-Zoque","Mixe",NA,"Mixe-Zoque","Mixe",NA
"pot","pota1247","pot","Potawatomi","Algonquian",NA,"pota1247","Potawatomi","Potawatomi",-89.1881,40.955,"North America","Americas","Canada (CA) / United States (US)","nearly extinct",1250,"Algic","Algonquian",NA,"Algic","Algonquian","Eastern Great Lakes Algonquian"
"pov","uppe1455","gbc","Guinea Bissau Crioulo","Creoles and Pidgins",NA,"uppe1455","Upper Guinea Crioulo","Upper Guinea Crioulo",-15.3325,13.2335,"Africa","Africa","Gambia (GM) / Guinea-Bissau (GW) / Senegal (SN) / United States (US)","not endangered",206000,"Creole","Portuguese based",NA,"Indo-European","Italic","Latino-Faliscan"
"pox","pola1255","plb","Polabian","Slavic",NA,"pola1255",NA,"Polabian",14,52,"Eurasia",NA,"Germany (DE)","extinct",NA,NA,NA,NA,"Indo-European","Balto-Slavic","Slavic"
"poy","pogo1243","pog","Pogoro","Bantoid","2 SVO","pogo1243","Pogolo","Pogolo",36.4148,-8.72283,"Africa","Africa","Tanzania, United Republic of (TZ)","not endangered",185000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"ppk","umaa1242","uma","Uma","Celebic",NA,"umaa1242","Uma","Uma",119.968,-1.70416,"Papunesia","Asia","Indonesia (ID)","not endangered",20000,"Austronesian","Malayo-Polynesian","Kaili-Pamona","Austronesian","Malayo-Polynesian","Celebic"
"ppl","pipi1250","pip","Pipil","Aztecan","7 No dominant order","pipi1250","Pipil","Pipil",-89.443,13.8931,"North America","Americas","El Salvador (SV)","nearly extinct",20,"Uto-Aztecan","Southern Uto-Aztecan","General Aztec","Uto-Aztecan","Southern Uto-Aztecan","Corachol-Aztecan"
"ppo","folo1238","pdp","Folopa","Teberan","1 SOV","folo1238","Folopa","Folopa",144.458,-6.86321,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",3000,"Trans-New Guinea","Teberan",NA,"Teberan",NA,NA
"pqa","paaa1242","paa","Pa'a","West Chadic","2 SVO","paaa1242","Paa","Pa'a",9.30091,11.0175,"Africa","Africa","Nigeria (NG)","shifting",8000,"Afro-Asiatic","Chadic","B","Afro-Asiatic","Chadic","West Chadic"
"pqm","male1292","psm","Passamaquoddy-Maliseet","Algonquian","7 No dominant order","male1292","Malecite-Passamaquoddy","Malecite-Passamaquoddy",-67.4081,45.4945,"North America","Americas","Canada (CA) / United States (US)","shifting",1100,"Algic","Algonquian",NA,"Algic","Algonquian","Eastern Algonquian"
"pre","prin1242","pri","Pr穩ncipense","Creoles and Pidgins",NA,"prin1242","Principense","Principense",7.392,1.614,"Africa","Africa","Sao Tome and Principe (ST)","moribund",200,"Creole","Portuguese based",NA,"Indo-European","Italic","Latino-Faliscan"
"prk","para1301","puk","Parauk","Palaung-Khmuic",NA,"para1301","Parauk Wa","South Wa",99.375,22.8658,"Eurasia","Asia","China (CN) / Myanmar (MM)","moribund",922000,"Austro-Asiatic","Mon-Khmer","Palaungic","Austroasiatic","Khasi-Palaung","Palaungic"
"prn","pras1239","pra","Prasuni","Indic","1 SOV","pras1239","Prasuni","Prasuni",70.8004,35.1731,"Eurasia","Asia","Afghanistan (AF)","threatened",1000,"Indo-European","Indo-Iranian","Nuristani","Indo-European","Indo-Iranian","Nuristani"
"prs","dari1249","dri","Dari","Iranian",NA,"dari1249","Eastern Farsi","Dari",67.3593,31.0405,"Eurasia","Asia","Afghanistan (AF) / Iran, Islamic Republic of (IR) / Pakistan (PK) / Tajikistan (TJ) / Turkmenistan (TM)","not endangered",5600000,"Indo-European","Indo-Iranian","Western","Indo-European","Indo-Iranian","Iranian"
"prx","puri1258","prk","Purki","Bodic","1 SOV","puri1258","Purik","Purik-Sham-Nubra",76.0127,34.3386,"Eurasia","Asia","India (IN) / Pakistan (PK)","not endangered",37700,"Sino-Tibetan","Tibeto-Burman","Tibeto-Kanauri","Sino-Tibetan","Bodic","Bodish"
"psa","asue1235","pis","Pisa","Awju-Dumut","1 SOV","asue1235","Asue Awyu","Asue Awyu",139.123,-5.98341,"Papunesia","Asia","Indonesia (ID)","threatened",6500,"Trans-New Guinea","Ok-Awyu","Awyu","Nuclear Trans New Guinea","Asmat-Awyu-Ok","Awyu-Ok"
"psd","plai1235","psl","Plains-Indians Sign Language","Sign Languages",NA,"plai1235","Plains Indian Sign Language","Plains Indian Sign Language",-99.2499,38.3941,"North America","Americas","Canada (CA) / United States (US)","nearly extinct",0,"Deaf Sign language",NA,NA,"Sign Language","Auxiliary Sign Systems",NA
"psr","port1277","lgp","L穩ngua Gestual Portuguesa","Sign Languages",NA,"port1277","Portuguese Sign Language","Portuguese Sign Language",-8.53355,38.5474,"Eurasia","Europe","Portugal (PT)","shifting",0,"Deaf sign language",NA,NA,"Sign Language","Deaf Sign Language","Swedish Sign"
"pss","kaul1240","kau","Kaulong","Oceanic","2 SVO","kaul1240","Kaulong","Kaulong",149.696,-6.08192,"Papunesia","Pacific","Papua New Guinea (PG)","extinct",4000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"pst","cent1973","psh","Pashto","Iranian","1 SOV","cent1973","Central Pashto","Central Pashto",69.4529,31.9153,"Eurasia","Asia","Afghanistan (AF) / Pakistan (PK)","not endangered",7920000,"Indo-European","Indo-Iranian","Eastern","Indo-European","Indo-Iranian","Iranian"
"psw","port1285","psw","Port Sandwich","Oceanic","2 SVO","port1285","Port Sandwich","Port Sandwich",167.78,-16.4952,"Papunesia","Pacific","Vanuatu (VU)","shifting",1200,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"ptp","pate1247","pat","Patep","Oceanic","2 SVO","pate1247","Patep","Patep",146.639,-6.91988,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",1700,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"ptu","bamb1270","bbm","Bambam","South Sulawesi",NA,"bamb1270","Bambam","Bambam",119.201,-3.02759,"Papunesia","Asia","Indonesia (ID)","not endangered",22000,"Austronesian","Malayo-Polynesian","Northern","Austronesian","Malayo-Polynesian","South Sulawesi"
"pue","puel1244","gku","G羹n羹na K羹ne","Puelche","7 No dominant order","puel1244","Puelche","Puelche",-68.666,-42.223,"South America","Americas","Argentina (AR)","extinct",5,"Language Isolate",NA,NA,NA,NA,NA
"pui","puin1248","pui","Puinave","Puinave",NA,"puin1248","Puinave","Puinave",-67.6886,3.92974,"South America","Americas","Colombia (CO) / Venezuela, Bolivarian Republic of (VE)","shifting",2000,"Language Isolate",NA,NA,NA,NA,NA
"puo","puoc1238","ksi","Ksingmul","Palaung-Khmuic",NA,"puoc1238","Puoc","Ksingmul",103.931,20.8862,"Eurasia","Asia","Lao People's Democratic Republic (LA) / Viet Nam (VN)","not endangered",18000,"Austro-Asiatic","Mon-Khmer","Khmuic","Austroasiatic","Khmuic","Phay-Pram"
"puw","pulu1242","pul","Puluwat","Oceanic","2 SVO","pulu1242","Puluwatese","Puluwatese",149.201,7.35695,"Papunesia","Pacific","Micronesia, Federated States of (FM)","shifting",1360,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"pwa","pawa1255","paw","Pawaian","Pawaian","1 SOV","pawa1255","Pawaia","Pawaia",145.081,-6.88021,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",4000,"Trans-New Guinea","Pawaian",NA,NA,NA,NA
"pwg","gapa1238","gap","Gapapaiwa","Oceanic","1 SOV","gapa1238","Gapapaiwa","Gapapaiwa",149.854,-9.73317,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",3000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"pwn","paiw1248","pai","Paiwan","Paiwan","7 No dominant order","paiw1248","Paiwan","Paiwan",120.806,22.3271,"Papunesia","Asia","Taiwan, Province of China (TW)","threatened",66100,"Austronesian","Paiwan",NA,"Austronesian",NA,NA
"pww","pwon1235","phl","Phlong","Karen",NA,"pwon1235","Pwo Northern Karen","Pwo Northern Karen",98.2709,18.016,"Eurasia","Asia","Myanmar (MM) / Thailand (TH)","not endangered",60000,"Sino-Tibetan","Tibeto-Burman","Pwo","Sino-Tibetan","Karenic","Peripheral Karen"
"pym","fyam1238","fye","Fyem","Platoid","2 SVO","fyam1238","Fyam","Fyam",9.22293,9.59006,"Africa","Africa","Nigeria (NG)","shifting",3000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"quc","kich1262","qch","Quich矇","Mayan",NA,"kich1262","Central Kiche","K'iche'",-91.1696,14.5278,"North America","Americas","Guatemala (GT)","threatened",1900000,"Mayan","Quichean-Mamean","Quichean","Mayan","Core Mayan","Quichean-Mamean"
"qug","chim1302","qec","Quechua (Ecuadorean)","Quechuan",NA,"chim1302","Chimborazo Highland Quichua","Chimborazo Highland Quichua",-78.8521,-1.36727,"South America","Americas","Ecuador (EC)","threatened",1e+06,"Quechuan","Quechua II",NA,"Quechuan","Quechua II","Quechua IIB"
"quh","boli1262","qbo","Quechua (Bolivian)","Quechuan",NA,"sout2991","South Bolivian Quechua","South Bolivian Quechua",-66.3331,-20.9201,"South America","Americas","Argentina (AR) / Bolivia, Plurinational State of (BO) / Chile (CL)","not endangered",2780000,"Quechuan","Quechua II",NA,"Quechuan","Quechua II","Quechua IIC"
"quh","sout2991","qco","Quechua (Cochabamba)","Quechuan",NA,"sout2991","South Bolivian Quechua","South Bolivian Quechua",-66.3331,-20.9201,"South America","Americas","Argentina (AR) / Bolivia, Plurinational State of (BO) / Chile (CL)","not endangered",2780000,"Quechuan","Quechua II",NA,"Quechuan","Quechua II","Quechua IIC"
"qui","quil1240","qui","Quileute","Chimakuan","3 VSO","quil1240","Quileute","Quileute",-124.603,47.9106,"North America","Americas","United States (US)","extinct",10,"Chimakuan",NA,NA,"Chimakuan",NA,NA
"qum","sipa1247","qum","Sipakapense","Mayan","3 VSO","sipa1247","Sipakapense","Sipacapense",-91.7041,15.2305,"North America","Americas","Guatemala (GT)","shifting",8000,"Mayan","Quichean-Mamean","Sipacapeno","Mayan","Core Mayan","Quichean-Mamean"
"quy","ayac1239","qay","Quechua (Ayacucho)","Quechuan",NA,"ayac1239","Ayacucho Quechua","Ayacucho Quechua",-74.3225,-13.8471,"South America","Americas","Peru (PE)","not endangered",9e+05,"Quechuan","Quechua II",NA,"Quechuan","Quechua II","Quechua IIC"
"quz","cusc1236","qcu","Quechua (Cuzco)","Quechuan",NA,"cusc1236","Cusco Quechua","Cusco Quechua",-71.7663,-14.0853,"South America","Americas","Peru (PE)","threatened",1500000,"Quechuan","Quechua II",NA,"Quechuan","Quechua II","Quechua IIC"
"qvc","caja1238","qca","Quechua (Cajamarca)","Quechuan",NA,"caja1238","Cajamarca Quechua","Cajamarca Quechua",-78.3214,-7.09314,"South America","Americas","Peru (PE)","shifting",30000,"Quechuan","Quechua II",NA,"Quechuan","Quechua II",NA
"qvh","huam1248","qhu","Quechua (Huallaga)","Quechuan","1 SOV","huam1248","Huamalies-Dos de Mayo Huanuco Quechua","Huamal?es-Dos de Mayo Hu?nuco Quechua",-76.3372,-9.15718,"South America","Americas","Peru (PE)","threatened",72400,"Quechuan","Quechua I",NA,"Quechuan","Quechua I","Central Quechua I"
"qvi","imba1240","qim","Quechua (Imbabura)","Quechuan","1 SOV","imba1240","Imbabura Highland Quichua","Imbabura Highland Quichua",-78.3729,0.31776,"South America","Americas","Ecuador (EC)","threatened",3e+05,"Quechuan","Quechua II",NA,"Quechuan","Quechua II","Quechua IIB"
"qvn","nort2980","qta","Quechua (Tarma)","Quechuan",NA,"nort2980","North Junin Quechua","North Jun?n Quechua",-75.8128,-11.2132,"South America","Americas","Peru (PE)","threatened",60000,"Quechuan","Quechua I",NA,"Quechuan","Quechua I","Central Quechua I"
"qxa","chiq1249","qan","Quechua (Ancash)","Quechuan",NA,"chiq1249","Chiquian Ancash Quechua","Chiqui?n Ancash Quechua",-77.4152,-10.1831,"South America","Americas","Peru (PE)","moribund",10000,"Quechuan","Quechua I",NA,"Quechuan","Quechua I","Central Quechua I"
"rab","caml1239","cml","Camling","Mahakiranti","1 SOV","caml1239","Camling","Camling",86.7612,27.3371,"Eurasia","Asia","Nepal (NP)","threatened",12100,"Sino-Tibetan","Tibeto-Burman","Mahakiranti","Sino-Tibetan","Himalayish","Mahakiranti"
"rad","rade1240","rad","Rade","Malayo-Sumbawan",NA,"rade1240","Rade","Rade",108.41,12.979,"Eurasia","Asia","Cambodia (KH) / Viet Nam (VN)","not endangered",270000,"Austronesian","Malayo-Polynesian","North and East","Austronesian","Malayo-Polynesian","Malayo-Sumbawan"
"ral","ralt1242","ral","Ralte","Kuki-Chin","1 SOV","ralt1242","Ralte","Ralte",94.7381,25.0201,"Eurasia","Asia","India (IN) / Myanmar (MM)","shifting",24800,"Sino-Tibetan","Tibeto-Burman","Kuki-Chin","Sino-Tibetan","Kuki-Chin-Naga","Kuki-Chin"
"ram","cane1242","cnl","Canela","Ge-Kaingang",NA,"cane1242","Canela","Canela-Krah?",-45.1299,-6.10712,"South America","Americas","Brazil (BR)","shifting",1800,"Macro-Ge","Ge-Kaingang","Northwest","Nuclear-Macro-Je","Je","Je Setentrional"
"ram","cane1242","ckr","Canela-Krah繫","Ge-Kaingang","1 SOV","cane1242","Canela","Canela-Krah?",-45.1299,-6.10712,"South America","Americas","Brazil (BR)","shifting",1800,"Macro-Ge","Ge-Kaingang","Northwest","Nuclear-Macro-Je","Je","Je Setentrional"
"ran","rian1263","ria","Riantana","Kolopom","1 SOV","rian1263","Riantana","Riantana",138.484,-7.50746,"Papunesia","Asia","Indonesia (ID)","not endangered",1100,"Trans-New Guinea","Kolopom",NA,"Kolopom","Kimaama-Riantana",NA
"rao","raoo1244","rao","Rao","Annaberg","1 SOV","raoo1244","Rao","Rao",144.511,-4.85243,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",6000,"Ramu-Lower Sepik","Ramu",NA,"Lower Sepik-Ramu","Ramu",NA
"rap","rapa1244","rap","Rapanui","Oceanic","3 VSO","rapa1244","Rapa Nui","Rapanui",-109.342,-27.113,"Papunesia","Americas","Chile (CL)","shifting",3390,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"ras","tega1236","ras","Rashad","Rashad","1 SOV","tega1236","Tegali","Tegali",31.1112,11.9523,"Africa","Africa","Sudan (SD)","threatened",35700,"Niger-Congo","Kordofanian",NA,"Rashad",NA,NA
"ras","tega1236","ori","Orig","Rashad","1 SOV","tega1236","Tegali","Tegali",31.1112,11.9523,"Africa","Africa","Sudan (SD)","threatened",35700,"Niger-Congo","Kordofanian",NA,"Rashad",NA,NA
"raw","rawa1265","raw","Rawang","Nungish","1 SOV","rawa1265","Rawang","Rawang",97.0738,27.1027,"Eurasia","Asia","China (CN) / India (IN) / Myanmar (MM)","not endangered",62100,"Sino-Tibetan","Tibeto-Burman",NA,"Sino-Tibetan","Nungish",NA
"rej","reja1240","rej","Rejang","Rejang",NA,"reja1240","Rejang","Rejang",102.434,-3.33056,"Papunesia","Asia","Indonesia (ID)","not endangered",350000,"Austronesian","Malayo-Polynesian",NA,"Austronesian","Malayo-Polynesian","Land Dayak"
"rel","rend1243","ren","Rendille","Eastern Cushitic",NA,"rend1243","Rendille","Rendille",37.3608,2.27065,"Africa","Africa","Kenya (KE)","not endangered",34700,"Afro-Asiatic","Cushitic","Rendille-Boni","Afro-Asiatic","Cushitic","East Cushitic"
"ren","reng1252","rng","Rengao","Bahnaric",NA,"reng1252","Rengao","Rengao",107.859,14.6066,"Eurasia","Asia","Viet Nam (VN)","threatened",16000,"Austro-Asiatic","Mon-Khmer","Bahnaric","Austroasiatic","Bahnaric","North Bahnaric"
"rgr","resi1247","res","Res穩garo","Northern Arawakan","1 SOV","resi1247","Resigaro","Res?garo",-71.3578,-2.48139,"South America","Americas","Colombia (CO) / Peru (PE)","nearly extinct",14,"Arawakan","Maipuran","Inland","Arawakan","Northern Maipuran","Inland Northern Maipuran"
"rif","tari1263","brf","Berber (Rif)","Berber","2 SVO","tari1263","Tarifit","Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber",-3.43062,34.917,"Africa","Africa","Algeria (DZ) / Morocco (MA) / Spain (ES)","moribund",1500000,"Afro-Asiatic","Berber","Zenati","Afro-Asiatic","Berber","Zenatic"
"rim","nyat1246","rim","Rimi","Bantoid","2 SVO","nyat1246","Nyaturu","Nyaturu",34.6657,-5.12263,"Africa","Africa","Tanzania, United Republic of (TZ)","not endangered",595000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"rit","rita1239","rit","Ritharngu","Pama-Nyungan","7 No dominant order","rita1239","Ritarungo","Ritarungo",135.259,-13.4559,"Australia","Pacific","Australia (AU)","shifting",94,"Australian","Pama-Nyungan","Dhuwal","Pama-Nyungan","Yuulngu","Southern Yolngu"
"rji","raji1240","rji","Raji","Bodic",NA,"raji1240","Raji","Raji",81.577,28.6151,"Eurasia","Asia","Nepal (NP)","shifting",2410,"Sino-Tibetan","Tibeto-Burman","Mahakiranti","Sino-Tibetan","Raji-Raute",NA
"rkb","rikb1245","rik","Rikbaktsa","Rikbaktsa","1 SOV","rikb1245","Rikbaktsa","Rikbaktsa",-58.1942,-11.1887,"South America","Americas","Brazil (BR)","shifting",910,"Macro-Ge","Rikbaktsa",NA,"Nuclear-Macro-Je",NA,NA
"rma","rama1270","ram","Rama","Rama","1 SOV","rama1270","Rama","Rama",-83.8571,11.5007,"North America","Americas","Nicaragua (NI)","nearly extinct",24,"Chibchan","Rama",NA,"Chibchan","Core Chibchan","Votic Chibchan"
"rmb","remb1249","rmb","Rembarnga","Rembarnga","1 SOV","remb1249","Rembarunga","Rembarrnga",134.308,-12.9608,"Australia","Pacific","Australia (AU)","moribund",69,"Australian","Gunwingguan",NA,"Gunwinyguan","Gunwinyguan Bak","Eastern Gunwinyguan"
"rml","balt1257","rnr","Romani (North Russian)","Indic",NA,"balt1257","Baltic Romani","Baltic Romani",38,60,"Eurasia","Europe","Belarus (BY) / Estonia (EE) / Latvia (LV) / Lithuania (LT) / Poland (PL) / Russian Federation (RU) / Ukraine (UA)","threatened",30000,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"rmn","balk1252","rav","Romani (Ajia Varvara)","Indic",NA,"balk1252","Balkan Romani","Balkan Romani",21.17,42.67,"Eurasia","Europe","Bulgaria (BG) / Hungary (HU) / Macedonia, Republic of (MK) / Romania (RO) / Serbia (RS) / Slovakia (SK)","not endangered",371000,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"rmn","balk1252","rbu","Romani (Bugurdzi)","Indic",NA,"balk1252","Balkan Romani","Balkan Romani",21.17,42.67,"Eurasia","Europe","Bulgaria (BG) / Hungary (HU) / Macedonia, Republic of (MK) / Romania (RO) / Serbia (RS) / Slovakia (SK)","not endangered",371000,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"rmo","sint1235","rbg","Romani (Burgenland)","Indic",NA,"sint1235","Sinte Romani","Sinte Romani",9.4,48.7,"Eurasia","Europe","Austria (AT) / Croatia (HR) / Czech Republic (CZ) / France (FR) / Germany (DE) / Italy (IT) / Kazakhstan (KZ) / Montenegro (ME) / Netherlands (NL) / Poland (PL) / Serbia (RS) / Slovenia (SI) / Switzerland (CH)","not endangered",80000,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"rmt","doma1258","dom","Domari","Indic","7 No dominant order","doma1258","Domari","Domari",35,32,"Eurasia","Africa","Egypt (EG) / Israel (IL) / Jordan (JO) / Palestine, State of (PS) / Syrian Arab Republic (SY)","moribund",2280000,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"rmw","wels1246","rwe","Romani (Welsh)","Indic","7 No dominant order","wels1246","Welsh Romani","Welsh Romani",-3.7888,52.1166,"Eurasia","Europe","United Kingdom (GB)","shifting",0,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"rmy","vlax1238","rlo","Romani (Lovari)","Indic",NA,"vlax1238","Vlax Romani","Vlax Romani",18.16,46.09,"Eurasia","Europe","Bosnia and Herzegovina (BA) / Germany (DE) / Italy (IT) / Slovakia (SK)","not endangered",4e+05,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"rmy","vlax1238","rka","Romani (Kalderash)","Indic",NA,"vlax1238","Vlax Romani","Vlax Romani",18.16,46.09,"Eurasia","Europe","Bosnia and Herzegovina (BA) / Germany (DE) / Italy (IT) / Slovakia (SK)","not endangered",4e+05,"Indo-European","Indo-Iranian","Central zone","Indo-European","Indo-Iranian","Indo-Aryan"
"rng","rong1268","rga","Ronga","Bantoid","2 SVO","rong1268","Ronga","Ronga",32.6167,-26.7329,"Africa","Africa","Mozambique (MZ) / South Africa (ZA)","not endangered",721000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"rnp","rong1264","mrc","Marchha","Bodic","1 SOV","rong1264","Rongpo","Rongpo",79.567,30.528,"Eurasia","Asia","India (IN)","shifting",7500,"Sino-Tibetan","Tibeto-Burman","Tibeto-Kanauri","Sino-Tibetan","Bodic","West Himalayish"
"rog","nort2994","rgn","Roglai (Northern)","Malayo-Sumbawan",NA,"nort2994","Northern Roglai","Northern Roglai",108.849,12.1967,"Eurasia","Asia","Viet Nam (VN)","threatened",52900,"Austronesian","Malayo-Polynesian","North and East","Austronesian","Malayo-Polynesian","Malayo-Sumbawan"
"roh","roma1326","rsm","Romansch (Surmeiran)","Romance",NA,"roma1326","Romansch","Romansh",9.92812,46.5538,"Eurasia","Europe","Austria (AT) / Italy (IT) / Switzerland (CH)","threatened",35100,"Indo-European","Italic","Italo-Western","Indo-European","Italic","Latino-Faliscan"
"roh","roma1326","rsc","Romansch (Scharans)","Romance",NA,"roma1326","Romansch","Romansh",9.92812,46.5538,"Eurasia","Europe","Austria (AT) / Italy (IT) / Switzerland (CH)","threatened",35100,"Indo-European","Italic","Italo-Western","Indo-European","Italic","Latino-Faliscan"
"roh","roma1326","rsu","Romansch (Sursilvan)","Romance","2 SVO","roma1326","Romansch","Romansh",9.92812,46.5538,"Eurasia","Europe","Austria (AT) / Italy (IT) / Switzerland (CH)","threatened",35100,"Indo-European","Italic","Italo-Western","Indo-European","Italic","Latino-Faliscan"
"roh","roma1326","rmc","Romansch","Romance",NA,"roma1326","Romansch","Romansh",9.92812,46.5538,"Eurasia","Europe","Austria (AT) / Italy (IT) / Switzerland (CH)","threatened",35100,"Indo-European","Italic","Italo-Western","Indo-European","Italic","Latino-Faliscan"
"ron","roma1327","rom","Romanian","Romance","2 SVO","roma1327","Romanian","Romanian",24.2256,46.3913,"Eurasia","Europe","Bulgaria (BG) / Hungary (HU) / Moldova, Republic of (MD) / Romania (RO) / Serbia (RS) / Ukraine (UA)","not endangered",2e+07,"Indo-European","Italic","Eastern","Indo-European","Italic","Latino-Faliscan"
"ron","roma1327","mol","Moldavian","Romance",NA,"roma1327","Romanian","Romanian",24.2256,46.3913,"Eurasia","Europe","Bulgaria (BG) / Hungary (HU) / Moldova, Republic of (MD) / Romania (RO) / Serbia (RS) / Ukraine (UA)","not endangered",2e+07,"Indo-European","Italic","Eastern","Indo-European","Italic","Latino-Faliscan"
"roo","roto1249","rtk","Rotokas","West Bougainville",NA,"roto1249","Rotokas","Rotokas",155.154,-5.94339,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",4320,"North Bougainville","Rotokas",NA,"North Bougainville","Rotokas-Askopan",NA
"rop","krio1252","knq","Kriol (Ngukurr)","Creoles and Pidgins",NA,"krio1252","Kriol","Kriol",137.669,-18.135,"Australia","Pacific","Australia (AU)","not endangered",10000,"Creole","English based",NA,"Indo-European","Germanic","Northwest Germanic"
"rou","rung1258","run","Runga","Maban","1 SOV","rung1258","Runga","Runga",20.9945,9.7154,"Africa","Africa","Central African Republic (CF) / Chad (TD) / Sudan (SD)","not endangered",21500,"Nilo-Saharan","Eastern Sudanic","Western","Maban","Mabang","Runga-Kibet"
