"iso_code","glottocode","wals_code","Name","genus","SVO_order","Glottocode","Name_SIL","Language.name","Longitude","Latitude","Area_GLOT","Continent_SIL","Country","Status_GLOT","Population_SIL","Family_SIL_Lv1","Family_SIL_Lv2","Family_SIL_Lv3","Family_GLOT_Lv1","Family_GLOT_Lv2","Family_GLOT_Lv3"
"rro","waim1251","ror","Roro","Oceanic",NA,"waim1251","Waima","Waima",146.544,-8.67145,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",15000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"rsl","russ1255","rsl","Russian Sign Language","Sign Languages",NA,"russ1255","Russian Sign Language","Russian-Tajik Sign Language",44,56,"Eurasia","Europe","Bulgaria (BG) / Russian Federation (RU)","not endangered",0,"Deaf sign language",NA,NA,"Sign Language","Deaf Sign Language","Russian Sign"
"rth","rata1244","tor","Torat獺n","Sangiric",NA,"rata1244","Ratahan","Ratahan",124.858,1.07592,"Papunesia","Asia","Indonesia (ID)","shifting",30000,"Austronesian","Malayo-Polynesian","Sangiric","Austronesian","Malayo-Polynesian","Sangiric"
"rtm","rotu1241","rot","Rotuman","Oceanic","2 SVO","rotu1241","Rotuman","Rotuman",177.066,-12.5008,"Papunesia","Pacific","Fiji (FJ)","threatened",9000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"rug","rovi1238","rov","Roviana","Oceanic","3 VSO","rovi1238","Roviana","Roviana",157.408,-8.20493,"Papunesia","Pacific","Solomon Islands (SB)","not endangered",9870,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"run","rund1242","rnd","Rundi","Bantoid",NA,"rund1242","Rundi","Rundi",29.97,-2.94,"Africa","Africa","Burundi (BI) / Congo, The Democratic Republic of the (CD) / Rwanda (RW) / Tanzania, United Republic of (TZ) / Uganda (UG)","not endangered",4600000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"rus","russ1263","rus","Russian","Slavic","2 SVO","russ1263","Russian","Russian",50,59,"Eurasia","Europe","Belarus (BY) / China (CN) / Estonia (EE) / Finland (FI) / Georgia (GE) / Kazakhstan (KZ) / Korea, Democratic People's Republic of (KP) / Kyrgyzstan (KG) / Latvia (LV) / Lithuania (LT) / Moldova, Republic of (MD) / Mongolia (MN) / Norway (NO) / Poland (PL) / Romania (RO) / Russian Federation (RU) / Turkmenistan (TM) / Ukraine (UA) / Uzbekistan (UZ)","nearly extinct",1.2e+08,"Indo-European","Slavic",NA,"Indo-European","Balto-Slavic","Slavic"
"rut","rutu1240","rut","Rutul","Lezgic","1 SOV","rutu1240","Rutul","Rutul",47.3244,41.6187,"Eurasia","Europe","Azerbaijan (AZ) / Russian Federation (RU)","threatened",29400,"North Caucasian","East Caucasian","Nuclear Lezgic","Nakh-Daghestanian","Daghestanian","Lezgic"
"rwa","rawo1244","pok","Poko-Rawo","Serra Hills","7 No dominant order","rawo1244","Rawo","Rawo",141.603,-2.84201,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",640,"Sko","Krisa",NA,"Sko","Skou-Serra-Piore","Serra Hills"
"rwo","rawa1267","rwa","Rawa","Finisterre-Huon","1 SOV","rawa1267","Rawa","Rawa",145.937,-5.83155,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",11500,"Trans-New Guinea","Finisterre-Huon","Gusap-Mot","Nuclear Trans New Guinea","Finisterre-Huon","Finisterre-Saruwaged"
"ryu","cent2126","ryu","Shuri","Japanese",NA,"cent2126","Central Okinawan","Central Okinawan",127.782,26.1485,"Eurasia","Asia","Japan (JP)","moribund",984000,"Japonic","Ryukyuan","Southern Amami-Okinawan","Japonic","Ryukyuan","Northern Ryukyuan"
"sab","bugl1243","bgl","Buglere","Guaymi",NA,"bugl1243","Buglere","Buglere",-81.2565,8.57695,"North America","Americas","Panama (PA)","shifting",2500,"Chibchan","Core",NA,"Chibchan","Core Chibchan","Isthmic Chibchan"
"sac","mesk1242","fox","Fox","Algonquian",NA,"mesk1242","Meskwaki","Meskwaki",-89,44,"North America","Americas","United States (US)","moribund",250,"Algic","Algonquian",NA,"Algic","Algonquian","Eastern Great Lakes Algonquian"
"sad","sand1273","sdw","Sandawe","Sandawe","1 SOV","sand1273","Sandawe","Sandawe",35.4808,-5.26918,"Africa","Africa","Tanzania, United Republic of (TZ)","threatened",40000,"Khoisan","Sandawe",NA,NA,NA,NA
"sag","sang1328","san","Sango","Ubangi","2 SVO","sang1328","Sango","Sango",20.1702,6.78584,"Africa","Africa","Central African Republic (CF) / Chad (TD) / Congo (CG) / Congo, The Democratic Republic of the (CD)","not endangered",350000,"Creole","Ngbandi based",NA,"Atlantic-Congo","Volta-Congo","North Volta-Congo"
"sah","yaku1245","ykt","Yakut","Turkic","1 SOV","yaku1245","Yakut","Sakha",133.98,61.6974,"Eurasia","Asia","Russian Federation (RU)","threatened",363000,"Altaic","Turkic",NA,"Turkic","Common Turkic","North Siberian Turkic"
"saj","sahu1245","sah","Sahu","North Halmaheran","2 SVO","sahu1245","Sahu","Sahu",127.493,1.00742,"Papunesia","Asia","Indonesia (ID)","not endangered",7500,"West Papuan","North Halmahera",NA,"North Halmahera","Northern North Halmahera","Sahuan"
"sat","sant1410","stl","Santali","Munda","1 SOV","sant1410","Santali","Santali",87.8185,25.0317,"Eurasia","Asia","Bangladesh (BD) / Bhutan (BT) / India (IN) / Nepal (NP)","threatened",5960000,"Austro-Asiatic","Munda","Kherwari","Austroasiatic","Mundaic","North Munda"
"sba","ngam1268","ngm","Ngambay","Bongo-Bagirmi","2 SVO","ngam1268","Ngambay","Ngambay",15.414,8.57051,"Africa","Africa","Cameroon (CM) / Chad (TD) / Nigeria (NG)","not endangered",896000,"Nilo-Saharan","Central Sudanic","Bongo-Bagirmi","Central Sudanic","Sara-Bongo-Bagirmi","SBB Occidental"
"sbc","kele1258","kel","Kele","Oceanic","2 SVO","kele1258","Kele","Kele (Papua New Guinea)",147.064,-2.09163,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",600,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"sbe","sali1295","slb","Saliba (in Papua New Guinea)","Oceanic","1 SOV","sali1295","Saliba","Saliba",150.727,-10.6148,"Papunesia","Pacific","Papua New Guinea (PG)","shifting",2500,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"sbf","shab1252","shb","Shabo","Shabo","1 SOV","shab1252","Shabo","Shabo",35.223,7.64407,"Africa","Africa","Ethiopia (ET)","moribund",450,"Nilo-Saharan","Unclassified",NA,NA,NA,NA
"sbs","subi1246","sub","Subiya","Bantoid",NA,"subi1246","Kuhane","Subiya",24.8867,-17.5696,"Africa","Africa","Botswana (BW) / Namibia (NA) / Zambia (ZM) / Zimbabwe (ZW)","threatened",26600,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"sbu","stod1241","tod","Tod","Bodic","1 SOV","stod1241","Stod Bhoti","Stod Bhoti",77.116,32.497,"Eurasia","Asia","India (IN)","not endangered",2500,"Sino-Tibetan","Tibeto-Burman","Tibeto-Kanauri","Sino-Tibetan","Bodic","Bodish"
"sce","dong1285","sta","Santa","Mongolic","1 SOV","dong1285","Dongxiang","Dongxiang",103.558,35.5808,"Eurasia","Asia","China (CN)","threatened",250000,"Altaic","Mongolic","Mongour","Mongolic","Southern Periphery Mongolic","Shirongol"
"scl","shin1264","sna","Shina","Indic","1 SOV","shin1264","Shina","Shina",75.287,34.6515,"Eurasia","Asia","India (IN) / Pakistan (PK)","not endangered",3e+05,"Indo-European","Indo-Iranian","Northwestern zone","Indo-European","Indo-Iranian","Indo-Aryan"
"scs","slav1253","sla","Slave","Athapaskan","1 SOV","nort2942","North Slavey","North Slavey",-123.641,63.2671,"North America","Americas","Canada (CA)","shifting",1030,"Na-Dene","Nuclear Na-Dene","Athapaskan","Athabaskan-Eyak-Tlingit","Athabaskan-Eyak","Athabaskan"
"sda","tora1261","trd","Toraja","South Sulawesi",NA,"tora1261","Toraja-Sadan","Toraja-Sa'dan",119.829,-2.97144,"Papunesia","Asia","Indonesia (ID)","not endangered",5e+05,"Austronesian","Malayo-Polynesian","Northern","Austronesian","Malayo-Polynesian","South Sulawesi"
"sdg","savi1242","sav","Savi","Indic","1 SOV","savi1242","Savi","Savi",71.5557,35.3029,"Eurasia","Asia","Afghanistan (AF) / Pakistan (PK)","shifting",3000,"Indo-European","Indo-Iranian","Northwestern zone","Indo-European","Indo-Iranian","Indo-Aryan"
"sdm","sema1269","smd","Semandang","Land Dayak",NA,"sema1269","Semandang","Onya Darat",110.527,-0.75188,"Papunesia","Asia","Indonesia (ID)","not endangered",20000,"Austronesian","Malayo-Polynesian","Southern","Austronesian","Malayo-Polynesian","Land Dayak"
"sdo","buka1257","mta","Mentuh Tapuh","Land Dayak",NA,"buka1257","Bukar-Sadong Bidayuh","Bukar-Sadung Bidayuh",110.657,0.96817,"Papunesia","Asia","Indonesia (ID) / Malaysia (MY)","threatened",49100,"Austronesian","Malayo-Polynesian","Bidayuh","Austronesian","Malayo-Polynesian","Land Dayak"
"sdp","sher1257","shd","Sherdukpen","Western Arunachal",NA,"sher1257","Sherdukpen","Mey",92.5799,27.0035,"Eurasia","Asia","India (IN)","shifting",3100,"Sino-Tibetan","Tibeto-Burman","Tibeto-Kanauri","Sino-Tibetan","Kho-Bwa","Kamengic"
"sea","sema1266","smj","Semai","Aslian",NA,"sema1266","Semai","Semai",101.477,4.13257,"Eurasia","Asia","Malaysia (MY)","threatened",43900,"Austro-Asiatic","Mon-Khmer","Senoic","Austroasiatic","Aslian","Central-Northern Aslian"
"sed","seda1262","sed","Sedang","Bahnaric","2 SVO","seda1262","Sedang","Sedang",108.027,14.7793,"Eurasia","Asia","Lao People's Democratic Republic (LA) / Viet Nam (VN)","not endangered",101000,"Austro-Asiatic","Mon-Khmer","Bahnaric","Austroasiatic","Bahnaric","North Bahnaric"
"see","sene1264","snc","Seneca","Northern Iroquoian","7 No dominant order","sene1264","Seneca","Seneca",-77.53,42.56,"North America","Americas","Canada (CA) / United States (US)","nearly extinct",150,"Iroquoian","Northern Iroquoian","Seneca-Onondaga","Iroquoian","Northern Iroquoian",NA
"sef","ceba1235","snd","Senadi","Gur",NA,"ceba1235","Cebaara Senoufo","Cebaara Senoufo",-6.15264,9.50768,"Africa","Africa","Burkina Faso (BF) / C?te d'Ivoire (CI) / Mali (ML)","not endangered",862000,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"seh","nucl1396","sen","Sena","Bantoid",NA,"nucl1396","Sena","Sena",34.9829,-19.7933,"Africa","Africa","Malawi (MW) / Mozambique (MZ)","not endangered",1340000,"Niger-Congo","Atlantic-Congo","Benue-Congo","Atlantic-Congo","Volta-Congo","Benue-Congo"
"sei","seri1257","ser","Seri","Seri","1 SOV","seri1257","Seri","Seri",-112.384,28.9877,"North America","Americas","Mexico (MX)","shifting",900,"Language Isolate",NA,NA,NA,NA,NA
"sel","selk1253","skp","Selkup","Samoyedic","1 SOV","selk1253","Selkup","Selkup",82.3004,59.9409,"Eurasia","Asia","Russian Federation (RU)","shifting",1640,"Uralic","Samoyed",NA,"Uralic","Samoyedic","Kamas-Selkup"
"sen","nane1238","nrg","Nanerge","Gur",NA,"nane1238","Nanerige Senoufo","Nanerig? S?noufo",-4.92148,11.7548,"Africa","Africa","Burkina Faso (BF) / Mali (ML)","not endangered",50000,"Niger-Congo","Atlantic-Congo","North","Atlantic-Congo","Volta-Congo","North Volta-Congo"
"ser","serr1255","srr","Serrano","Takic",NA,"serr1255","Serrano","Serrano",-116.772,33.9479,"North America","Americas","United States (US)","extinct",1,"Uto-Aztecan","Northern Uto-Aztecan","Serrano-Gabrielino","Uto-Aztecan","Northern Uto-Aztecan","Californian Uto-Aztecan"
"ses","koyr1242","kse","Koyraboro Senni","Songhay","1 SOV","koyr1242","Koyraboro Senni Songhay","Koyraboro Senni Songhai",-0.55187,16.9634,"Africa","Africa","Mali (ML) / Niger (NE)","not endangered",1e+05,"Nilo-Saharan","Songhai",NA,"Songhay","Eastern Songhay",NA
"set","nucl1632","snt","Sentani","Sentani","1 SOV","nucl1632","Sentani","Sentani",140.512,-2.6013,"Papunesia","Asia","Indonesia (ID)","not endangered",30000,"East Bird's Head-Sentani","Sentani",NA,"Sentanic","Nuclear Sentanic",NA
"sey","seco1241","sec","Secoya","Tucanoan",NA,"seco1241","Secoya","Secoya",-75.5547,-0.45979,"South America","Americas","Colombia (CO) / Ecuador (EC) / Peru (PE)","shifting",550,"Tucanoan","Western Tucanoan","Siona-Secoya","Tucanoan","Western Tucanoan","Maijiki-Siona"
"sgh","shug1248","rsh","Rushan","Iranian",NA,"shug1248","Shughni","Shughni",71.7925,37.5018,"Eurasia","Asia","Afghanistan (AF) / Tajikistan (TJ)","threatened",40000,"Indo-European","Indo-Iranian","Eastern","Indo-European","Indo-Iranian","Iranian"
"sgl","sang1316","ish","Ishkashmi","Iranian",NA,NA,"Sanglechi-Ishkashimi",NA,NA,NA,NA,"Asia",NA,NA,1000,"Indo-European","Indo-Iranian","Eastern",NA,NA,NA
"sgw","seba1251","muh","Muher","Semitic",NA,"seba1251","Sebat Bet Gurage","Sebat Bet Gurage",37.9891,8.11879,"Africa","Africa","Ethiopia (ET)","not endangered",2320000,"Afro-Asiatic","Semitic","Ethiopian","Afro-Asiatic","Semitic","West Semitic"
"sgw","seba1251","chh","Chaha","Semitic","1 SOV","seba1251","Sebat Bet Gurage","Sebat Bet Gurage",37.9891,8.11879,"Africa","Africa","Ethiopia (ET)","not endangered",2320000,"Afro-Asiatic","Semitic","Ethiopian","Afro-Asiatic","Semitic","West Semitic"
"sgz","surs1246","sur","Sursurunga","Oceanic",NA,"surs1246","Sursurunga","Sursurunga",152.768,-3.99078,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",3000,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"shb","nina1238","shi","Shiriana","Yanomam","1 SOV","nina1238","Ninam","Ninam",-62.7801,4.03894,"South America","Americas","Brazil (BR) / Venezuela, Bolivarian Republic of (VE)","threatened",470,"Yanomam",NA,NA,"Yanomamic","Ninam-Yanomam-Yaroame",NA
"shg","shua1254","det","Deti","Central Khoisan",NA,"shua1254","Shua","Shua",26.0238,-21.52,"Africa","Africa","Botswana (BW) / Zimbabwe (ZW)","shifting",6000,"Khoisan","Southern Africa","Tshu-Khwe","Khoe-Kwadi","Khoe","Non-Khoekhoe"
"shh","shos1248","swr","Shoshone (Wind River)","Numic",NA,"shos1248","Shoshoni","Shoshoni",-116,41,"North America","Americas","United States (US)","shifting",2910,"Uto-Aztecan","Northern Uto-Aztecan","Central","Uto-Aztecan","Northern Uto-Aztecan","Numic"
"shh","shos1248","sho","Shoshone","Numic","1 SOV","shos1248","Shoshoni","Shoshoni",-116,41,"North America","Americas","United States (US)","shifting",2910,"Uto-Aztecan","Northern Uto-Aztecan","Central","Uto-Aztecan","Northern Uto-Aztecan","Numic"
"shi","tach1250","tas","Tashlhiyt","Berber","7 No dominant order","tach1250","Tachelhit","Tachelhit",-7.77879,29.7854,"Africa","Africa","Algeria (DZ) / Morocco (MA)","not endangered",3e+06,"Afro-Asiatic","Berber","Atlas","Afro-Asiatic","Berber","Kabyle-Atlas Berber"
"shj","shat1244","sht","Shatt","Daju","2 SVO","shat1244","Shatt","Shatt",29.7687,10.8525,"Africa","Africa","Sudan (SD)","threatened",15000,"Nilo-Saharan","Eastern Sudanic","Daju","Dajuic","Eastern Dajuic",NA
"shk","shil1265","shl","Shilluk","Nilotic","2 SVO","shil1265","Shilluk","Shilluk",31.7926,9.85472,"Africa","Africa","Sudan (SD)","not endangered",175000,"Nilo-Saharan","Eastern Sudanic","Western","Nilotic","Western Nilotic","Luo-Burun"
"shm","shah1254","klr","Koluri","Iranian",NA,"shah1254","Shahrudi","Shahrudi",50.2074,36.7581,"Eurasia","Asia","Iran, Islamic Republic of (IR)","shifting",0,"Indo-European","Indo-Iranian","Western","Indo-European","Indo-Iranian","Iranian"
"shn","shan1277","sha","Shan","Kam-Tai","2 SVO","shan1277","Shan","Shan",98.0342,21.5995,"Eurasia","Asia","China (CN) / Myanmar (MM) / Thailand (TH)","not endangered",3200000,"Tai-Kadai","Kam-Tai","Tai-Sek","Tai-Kadai","Kam-Tai","Be-Tai"
"shp","ship1254","shk","Shipibo-Konibo","Panoan","1 SOV","ship1254","Shipibo-Conibo","Shipibo-Conibo",-74.8219,-7.17105,"South America","Americas","Peru (PE)","threatened",26000,"Panoan","North-Central",NA,"Pano-Tacanan","Panoan","Mainline Pano"
"shs","shus1248","shu","Shuswap","Interior Salish","7 No dominant order","shus1248","Shuswap","Shuswap",-119.667,50.8734,"North America","Americas","Canada (CA)","shifting",500,"Salishan","Interior Salish",NA,"Salishan","Interior Salish","Northern Interior Salish"
"sht","shas1239","shs","Shasta","Shasta","7 No dominant order","shas1239","Shasta","Shasta",-122.738,41.7587,"North America","Americas","United States (US)","extinct",12,"Hokan","Northern","Shasta-Palaihnihan","Shastan",NA,NA
"shu","chad1249","arn","Arabic (Borno Nigerian)","Semitic",NA,"chad1249","Chadian Spoken Arabic","Chadian Arabic",13.5,14.67,"Africa","Africa","Cameroon (CM) / Chad (TD) / Niger (NE) / Nigeria (NG)","not endangered",896000,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"shu","chad1249","abb","Arabic (Abb矇ch矇 Chad)","Semitic",NA,"chad1249","Chadian Spoken Arabic","Chadian Arabic",13.5,14.67,"Africa","Africa","Cameroon (CM) / Chad (TD) / Niger (NE) / Nigeria (NG)","not endangered",896000,"Afro-Asiatic","Semitic","South","Afro-Asiatic","Semitic","West Semitic"
"shv","sheh1240","jib","Jibbali","Semitic",NA,"sheh1240","Shehri","Jibbali",53.9953,17.2915,"Eurasia","Asia","Oman (OM) / Yemen (YE)","shifting",25000,"Afro-Asiatic","Semitic","South Arabian","Afro-Asiatic","Semitic","West Semitic"
"shy","tach1249","bch","Berber (Chaouia)","Berber","7 No dominant order","tach1249","Tachawit","Chaouia of the Aures",6.88901,35.1867,"Africa","Africa","Algeria (DZ) / Tunisia (TN)","not endangered",1400000,"Afro-Asiatic","Berber","Zenati","Afro-Asiatic","Berber","Zenatic"
"sid","sida1246","sid","Sidaama","Eastern Cushitic","1 SOV","sida1246","Sidamo","Sidamo",38.3729,6.74176,"Africa","Africa","Ethiopia (ET)","not endangered",2900000,"Afro-Asiatic","Cushitic","Highland","Afro-Asiatic","Cushitic","East Cushitic"
"sif","siam1242","sme","Seme","Kru","1 SOV","siam1242","Siamou","Siamou",-4.92143,10.998,"Africa","Africa","Burkina Faso (BF) / C?te d'Ivoire (CI) / Mali (ML)","not endangered",20000,"Niger-Congo","Atlantic-Congo","Kru",NA,NA,NA
"sin","sinh1246","snh","Sinhala","Indic","1 SOV","sinh1246","Sinhala","Sinhala",81,8,"Eurasia","Asia","Sri Lanka (LK)","not endangered",1.6e+07,"Indo-European","Indo-Iranian","Sinhalese-Maldivian","Indo-European","Indo-Iranian","Indo-Aryan"
"sip","sikk1242","skk","Sikkimese","Bodic",NA,"sikk1242","Sikkimese","Sikkimese",88.5915,27.858,"Eurasia","Asia","India (IN)","not endangered",70300,"Sino-Tibetan","Tibeto-Burman","Tibeto-Kanauri","Sino-Tibetan","Bodic","Bodish"
"sis","sius1254","siu","Siuslaw","Siuslawan","7 No dominant order","sius1254","Siuslaw","Siuslaw",-124.379,42.5111,"North America","Americas","United States (US)","extinct",0,"Penutian","Oregon Penutian","Siuslawan",NA,NA,NA
"siw","siwa1245","mot","Motuna","East Bougainville",NA,"siwa1245","Siwai","Siwai",155.452,-6.6429,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",6600,"South Bougainville","Buin",NA,"South Bougainville","Buin",NA
"siz","siwi1239","bsi","Berber (Siwa)","Berber",NA,"siwi1239","Siwi","Siwi",25.5196,29.2004,"Africa","Africa","Egypt (EG)","threatened",30000,"Afro-Asiatic","Berber","Siwa","Afro-Asiatic","Berber","Libyan-Egyptian Oases Berber"
"sja","epen1239","epe","Epena Pedee","Choco","1 SOV","epen1239","Epena","Epena",-77.3566,4.25877,"South America","Americas","Colombia (CO) / Ecuador (EC) / Panama (PA)","threatened",3500,"Choco","Embera",NA,"Chocoan","Embera","San Juan"
"sjd","kild1236","ski","Saami (Kildin)","Saami",NA,"kild1236","Kildin Saami","Kildin Saami",35.8348,68.2158,"Eurasia","Europe","Russian Federation (RU)","moribund",500,"Uralic","Sami",NA,"Uralic","Saami","Eastern Saami"
"sjg","assa1269","sug","Sungor","Taman",NA,"assa1269","Assangori","Assangori",22.6393,13.9592,"Africa","Africa","Chad (TD)","threatened",23500,"Nilo-Saharan","Eastern Sudanic","Tama","Tamaic","Tama-Sungor-Miisiirii","Tama-Sungor"
"sjr","siar1238","sir","Siar","Oceanic","2 SVO","siar1238","Siar-Lak","Siar-Lak",152.892,-4.62059,"Papunesia","Pacific","Papua New Guinea (PG)","not endangered",2080,"Austronesian","Malayo-Polynesian","Eastern Malayo-Polynesian","Austronesian","Malayo-Polynesian","Central-Eastern Malayo-Polynesian"
"sjw","shaw1249","shw","Shawnee","Algonquian",NA,"shaw1249","Shawnee","Shawnee",-83,40,"North America","Americas","United States (US)","moribund",200,"Algic","Algonquian",NA,"Algic","Algonquian","Eastern Great Lakes Algonquian"
"skb","saek1240","sae","Saek","Kam-Tai",NA,"saek1240","Saek","Saek",104.787,17.4558,"Eurasia","Asia","Lao People's Democratic Republic (LA) / Thailand (TH)","shifting",14000,"Tai-Kadai","Kam-Tai","Tai-Sek","Tai-Kadai","Kam-Tai","Be-Tai"
