Glottocode,ISO,Name_SIL,Language name,Longitude,Latitude,Area_GLOT,Continent_SIL,Country,Status_GLOT,Population_SIL,Family_SIL_Lv1,Family_SIL_Lv2,Family_SIL_Lv3,Family_GLOT_Lv1,Family_GLOT_Lv2,Family_GLOT_Lv3
west2396,lcp,Mae Hong Son Lawa,Western Lawa,99.2057,19.8678,Eurasia,Asia,Thailand (TH),threatened,8000,Austro-Asiatic,Mon-Khmer,Palaungic,Austroasiatic,Khasi-Palaung,Palaungic
west2397,brv,Western Bru,Western Bru,104.754,16.4906,Eurasia,Asia,Lao People's Democratic Republic (LA) / Thailand (TH),threatened,20000,Austro-Asiatic,Mon-Khmer,Katuic,Austroasiatic,Katuic,West Katuic
west2398,kuf,Western Katu,Western Katu,107.166,15.7949,Eurasia,Asia,Lao People's Democratic Republic (LA) / Viet Nam (VN),shifting,14700,Austro-Asiatic,Mon-Khmer,Katuic,Austroasiatic,Katuic,Katu
west2402,ybe,West Yugur,West Yugur,99.3112,39.0548,Eurasia,Asia,China (CN),shifting,2600,Altaic,Turkic,NA,Turkic,Common Turkic,Central Siberian Turkic
west2408,mut,Western Muria,Western Muria,80.7006,20.2384,Eurasia,Asia,India (IN),not endangered,400000,Dravidian,South-Central,Gondi,Dravidian,South Dravidian,South Dravidian II
west2409,kyu,Western Kayah,Western Kayah,97.4877,18.687,Eurasia,Asia,Myanmar (MM) / Thailand (TH),not endangered,100000,Sino-Tibetan,Tibeto-Burman,Sgaw-Bghai,Sino-Tibetan,Karenic,Central Karen
west2415,tdg,Western Tamang,Western Tamang,85.0563,28.0239,Eurasia,Asia,China (CN) / Nepal (NP),threatened,323000,Sino-Tibetan,Tibeto-Burman,Tibeto-Kanauri,Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic
west2418,mrd,Western Magar,Western Magar,83.511,28.2462,Eurasia,Asia,Nepal (NP),shifting,308000,Sino-Tibetan,Tibeto-Burman,Mahakiranti,Sino-Tibetan,Himalayish,Mahakiranti
west2420,kjl,Western Parbate Kham,Western Parbate Kham,82.7348,28.6521,Eurasia,Asia,Nepal (NP),not endangered,24500,Sino-Tibetan,Tibeto-Burman,Mahakiranti,Sino-Tibetan,Himalayish,Mahakiranti
west2422,raf,Western Meohang,Western Meohang,87.2893,27.4265,Eurasia,Asia,Nepal (NP),shifting,3000,Sino-Tibetan,Tibeto-Burman,Mahakiranti,Sino-Tibetan,Himalayish,Mahakiranti
