Glottocode,ISO,Name_SIL,Language name,Longitude,Latitude,Area_GLOT,Continent_SIL,Country,Status_GLOT,Population_SIL,Family_SIL_Lv1,Family_SIL_Lv2,Family_SIL_Lv3,Family_GLOT_Lv1,Family_GLOT_Lv2,Family_GLOT_Lv3
akhv1239,akv,Akhvakh,Akhvakh,46.3037,42.4003,Eurasia,Europe,Russian Federation (RU),shifting,6500,North Caucasian,East Caucasian,Andic,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic
akka1237,sia,Akkala Saami,Akkala Saami,32.4046,67.8625,Eurasia,Europe,Russian Federation (RU),nearly extinct,100,Uralic,Sami,NA,Uralic,Saami,Eastern Saami
akka1240,akk,NA,Akkadian,44.1,33.1,Eurasia,NA,Iraq (IQ),extinct,NA,NA,NA,NA,Afro-Asiatic,Semitic,East Semitic
akkk1240,akq,Ak,Ak,141.784,-3.57026,Papunesia,Pacific,Papua New Guinea (PG),moribund,75,Sepik,Yellow River,NA,Sepik,Yellow River,NA
akla1241,akl,Inakeanon,Aklanon,122.354,11.5543,Papunesia,Asia,Philippines (PH),not endangered,395000,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian,Malayo-Polynesian,Greater Central Philippine
akol1237,akt,Akolet,Akolet,150.182,-6.22711,Papunesia,Pacific,Papua New Guinea (PG),not endangered,950,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
akoo1248,bss,Akoose,Akoose,9.65522,4.9243,Africa,Africa,Cameroon (CM),not endangered,100000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
akoy1238,miw,Akoye,Akoye,145.669,-7.66067,Papunesia,Pacific,Papua New Guinea (PG),shifting,800,Trans-New Guinea,Angan,NA,Angan,Nuclear Angan,Ankave-Tainae-Akoye
akpa1238,akf,Akpa,Akpa,8.01629,7.32586,Africa,Africa,Nigeria (NG),not endangered,26900,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
akpe1248,ibe,Akpes,Akpes,5.95559,7.50256,Africa,Africa,Nigeria (NG),shifting,10000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
akpo1243,unknow,NA,Akpondu,8.54545,9.23523,Africa,NA,Nigeria (NG),extinct,NA,NA,NA,NA,Atlantic-Congo,Volta-Congo,Benue-Congo
akru1241,afi,Akrukay,Chini,144.821,-4.88687,Papunesia,Pacific,Papua New Guinea (PG),moribund,250,Ramu-Lower Sepik,Ramu,NA,Lower Sepik-Ramu,Ramu,Goam
akuk1235,ayk,Akuku,Akuku,6.34264,7.40354,Africa,Africa,Nigeria (NG),not endangered,0,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
akum1238,aku,Akum,Akum,9.96261,6.85716,Africa,Africa,Cameroon (CM) / Nigeria (NG),shifting,1400,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
akun1241,aqz,Akuntsu,Akuntsu,-60.9716,-12.8322,South America,NA,Brazil (BR),nearly extinct,NA,NA,NA,NA,Tupian,Tuparic,Nuclear Tuparic
akur1238,ako,Akurio,Akurio,-55.6294,3.19607,South America,Americas,Suriname (SR),extinct,10,Carib,Northern,Wama,Cariban,Guianan,Taranoan
akwa1248,akw,Akwa,Akwa,15.4623,-0.39897,Africa,Africa,Congo (CG),threatened,24100,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
alab1237,akz,Alabama,Alabama,-94.6285,30.7674,North America,Americas,United States (US),shifting,100,Muskogean,Eastern,NA,Muskogean,Alabaman-Koasati,NA
alab1246,dul,Alabat Island Agta,Alabat Island Agta,122.014,14.1217,Papunesia,Asia,Philippines (PH),nearly extinct,30,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian,Malayo-Polynesian,Greater Central Philippine
alab1254,alw,Alaba-Kabeena,Alaba-K'abeena,38.1732,7.39014,Africa,Africa,Ethiopia (ET),not endangered,162000,Afro-Asiatic,Cushitic,Highland,Afro-Asiatic,Cushitic,East Cushitic
alac1239,unknow,NA,Alacalufe-Austral,-70.1404,-54.788,South America,NA,Chile (CL),extinct,NA,NA,NA,NA,Kawesqar,NA,NA
alac1240,unknow,NA,Alacalufe-Central,-71.0413,-53.4357,South America,NA,Argentina (AR),extinct,NA,NA,NA,NA,Kawesqar,North Central Alacufan,NA
alac1244,mim,Alacatlatzala Mixtec,Alacatlatzala Mixtec,-98.58,17.25,North America,Americas,Mexico (MX),threatened,22200,Oto-Manguean,Mixtecan,Mixtec,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
alag1242,ala,Alago,Alago,8.52085,8.34986,Africa,Africa,Nigeria (NG),threatened,35100,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
alag1248,wbj,Alagwa,Alagwa,35.7231,-4.64148,Africa,Africa,"Tanzania, United Republic of (TZ)",shifting,30000,Afro-Asiatic,Cushitic,NA,Afro-Asiatic,Cushitic,South Cushitic
alak1253,alk,Alak,Alak,106.597,15.5565,Eurasia,Asia,Lao People's Democratic Republic (LA),not endangered,4000,Austro-Asiatic,Mon-Khmer,Bahnaric,Austroasiatic,Bahnaric,NA
alam1246,amp,Alamblak,Alamblak,143.316,-4.66307,Papunesia,Pacific,Papua New Guinea (PG),shifting,1530,Sepik,Sepik Hill,NA,Sepik,Sepik Hill,Eastern Sepik Hill
alan1249,alj,Alangan,Alangan,121.022,13.0982,Papunesia,Asia,Philippines (PH),not endangered,7690,Austronesian,Malayo-Polynesian,North Mangyan,Austronesian,Malayo-Polynesian,North Mangyan
alap1235,apv,NA,Alapmunte,-59.9967,-12.3299,South America,NA,Brazil (BR),NA,NA,NA,NA,NA,Unattested,Nambiquaran (Unattested),NA
alaw1244,alh,Alawa,Alawa,134.282,-15.5458,Australia,Pacific,Australia (AU),nearly extinct,18,Australian,Gunwingguan,Alawic,Mangarrayi-Maran,Maran,NA
alba1269,bhk,Albay Bicolano,Inland-Buhi-Daraga Bikol,123.49,13.1989,Papunesia,Asia,Philippines (PH),NA,1900000,Austronesian,Malayo-Polynesian,Greater Central Philippine,Austronesian,Malayo-Polynesian,Greater Central Philippine
alba1271,sqk,NA,Albanian Sign Language,19.8178,41.3289,Eurasia,NA,Albania (AL),not endangered,NA,NA,NA,NA,Sign Language,Deaf Sign Language,NA
alco1235,xta,Alcozauca Mixtec,Alcozauca Mixtec,-98.3969,17.3687,North America,Americas,Mexico (MX),threatened,10000,Oto-Manguean,Mixtecan,Mixtec,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
aleg1238,alf,Alege,Alege,9.00394,6.59423,Africa,Africa,Nigeria (NG),not endangered,1200,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
alek1238,gah,Alekano,Alekano,145.387,-6.03901,Papunesia,Pacific,Papua New Guinea (PG),threatened,25000,Trans-New Guinea,Kainantu-Goroka,Gahuku-Benabena,Nuclear Trans New Guinea,Kainantu-Goroka,Goroka
aleu1260,ale,Aleut,Aleut,-174.29,52.1228,North America,Americas,Russian Federation (RU) / United States (US),shifting,300,Eskimo-Aleut,Aleut,NA,Eskimo-Aleut,NA,NA
alge1235,asp,Algerian Sign Language,Algerian Sign Language,3.5462,36.4762,Africa,Africa,Algeria (DZ),not endangered,0,Deaf sign language,NA,NA,Sign Language,Deaf Sign Language,LSFic
alge1239,arq,Algerian Spoken Arabic,Algerian Arabic,3.23033,35.4208,Africa,Africa,Algeria (DZ) / Morocco (MA) / Tunisia (TN),not endangered,2.00E+07,Afro-Asiatic,Semitic,South,Afro-Asiatic,Semitic,West Semitic
alge1240,aao,Algerian Saharan Spoken Arabic,Algerian Saharan Arabic,4.80626,20.8884,Africa,Africa,Algeria (DZ) / Libya (LY) / Morocco (MA) / Niger (NE),not endangered,100000,Afro-Asiatic,Semitic,South,Afro-Asiatic,Semitic,West Semitic
algo1255,alq,Algonquin,Algonquin,-77.5258,47.3876,North America,Americas,Canada (CA),threatened,2430,Algic,Algonquian,Ojibwa,Algic,Algonquian,Eastern Great Lakes Algonquian
alii1240,aiy,Ali,Ali,18.0352,4.60014,Africa,Africa,"Central African Republic (CF) / Congo, The Democratic Republic of the (CD)",not endangered,35000,Niger-Congo,Atlantic-Congo,North,Atlantic-Congo,Volta-Congo,North Volta-Congo
alip1234,unknow,NA,Alipur Sign Language,77.1075,16.8436,Eurasia,NA,India (IN),shifting,NA,NA,NA,NA,Sign Language,Village Sign Language,NA
alla1247,all,Allar,Allar,76.6593,11.0803,Eurasia,Asia,India (IN),shifting,350,Dravidian,Unclassified,NA,Dravidian,South Dravidian,South Dravidian I
alla1248,ald,Alladian,Alladian,-4.42647,5.22371,Africa,Africa,C?te d'Ivoire (CI),not endangered,23000,Niger-Congo,Atlantic-Congo,Kwa,Atlantic-Congo,Volta-Congo,Kwa Volta-Congo
alle1238,unknow,NA,Allentiac,-68.0969,-33.4809,South America,NA,Argentina (AR),extinct,NA,NA,NA,NA,Huarpean,NA,NA
alng1239,aid,Alngith,Alngith,141.938,-12.5324,Australia,Pacific,Australia (AU),nearly extinct,0,Australian,Pama-Nyungan,Northern Pama,Pama-Nyungan,Paman,Northern Pama
aloa1235,zaq,Aloapam Zapotec,Alo?pam Zapotec,-96.7438,17.4137,North America,Americas,Mexico (MX),not endangered,3400,Oto-Manguean,Zapotecan,NA,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
alop1235,ypo,Alo Phola,Alo Phola,101.933,23.59,Eurasia,Asia,China (CN),threatened,0,Sino-Tibetan,Tibeto-Burman,Ngwi,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
alor1247,aol,Alor,Alorese,124.264,-8.20382,Papunesia,Asia,Indonesia (ID),not endangered,25000,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
alsa1242,syy,NA,Al-Sayyid Bedouin Sign Language,34.9161,31.2844,Eurasia,NA,Israel (IL),shifting,NA,NA,NA,NA,Sign Language,Village Sign Language,NA
alse1251,aes,Alsea,Alsea-Yaquina,-123.94,44.408,North America,Americas,United States (US),extinct,0,Penutian,Oregon Penutian,Yakonan,NA,NA,NA
alug1235,aub,Alugu,Alugu,103,23,Eurasia,Asia,China (CN),not endangered,3500,Sino-Tibetan,Tibeto-Burman,Ngwi,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
aluk1238,xua,Alu Kurumba,Alu Kurumba,76.7995,11.3456,Eurasia,Asia,India (IN),shifting,2500,Dravidian,Southern,Tamil-Kodagu,Dravidian,South Dravidian,South Dravidian I
alum1246,aab,Alumu-Tesu,Alumu-Tesu,8.55956,9.01513,Africa,Africa,Nigeria (NG),not endangered,7000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
alun1238,alp,Alune,Alune,128.394,-3.11477,Papunesia,Asia,Indonesia (ID),threatened,17200,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
aluo1235,yna,Aluo,Aluo,102,26,Eurasia,Asia,China (CN),shifting,25000,Sino-Tibetan,Tibeto-Burman,Ngwi,Sino-Tibetan,Burmo-Qiangic,Lolo-Burmese
alur1250,alz,Alur,Alur,31.0016,2.36213,Africa,Africa,"Congo, The Democratic Republic of the (CD) / Uganda (UG)",not endangered,750000,Nilo-Saharan,Eastern Sudanic,Western,Nilotic,Western Nilotic,Luo-Burun
alut1245,alr,Alutor,Alutor,165.653,60.3844,Eurasia,Asia,Russian Federation (RU),moribund,150,Chukotko-Kamchatkan,Northern,NA,Chukotko-Kamchatkan,Chukotian,NA
alvi1241,avd,Alviri-Vidari,Alviri-Vidari,50.3794,35.0075,Eurasia,Asia,"Iran, Islamic Republic of (IR)",moribund,0,Indo-European,Indo-Iranian,Western,Indo-European,Indo-Iranian,Iranian
alya1239,aly,Alyawarr,Alyawarr,136.835,-21.0427,Australia,Pacific,Australia (AU),threatened,1450,Australian,Pama-Nyungan,NA,Pama-Nyungan,Arandic-Thura-Yura,Arandic
amah1245,amq,Amahai,Amahai,128.939,-3.32028,Papunesia,Asia,Indonesia (ID),nearly extinct,50,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
amah1246,amc,Amahuaca,Amahuaca,-72.3208,-10.2012,South America,Americas,Brazil (BR) / Peru (PE),moribund,220,Panoan,South-Central,NA,Pano-Tacanan,Panoan,Mainline Pano
amai1246,ali,Amaimon,Amaimon,145.368,-5.18742,Papunesia,Pacific,Papua New Guinea (PG),not endangered,1780,Trans-New Guinea,Madang,Pihom,Nuclear Trans New Guinea,Madang,Croisilles
amal1242,aad,Amal,Amal,141.995,-4.04517,Papunesia,Pacific,Papua New Guinea (PG),shifting,830,Sepik,Iwam,NA,Sepik,NA,NA
amam1246,unknow,NA,Amam,146.92,-7.9,Papunesia,NA,Papua New Guinea (PG),NA,NA,NA,NA,NA,Goilalan,Weric,NA
amam1247,unknow,NA,Amami O Shima Sign Language,129.359,28.2684,Eurasia,NA,Japan (JP),NA,NA,NA,NA,NA,Sign Language,Village Sign Language,NA
aman1265,amn,Amanab,Amanab,141.178,-3.51516,Papunesia,Pacific,Papua New Guinea (PG),shifting,4420,Border,Waris,NA,Border,Warisic,NA
aman1266,ama,Amanaye,Amanay?,-48.6613,-3.79772,South America,Americas,Brazil (BR),extinct,192,Tupi,Tupi-Guarani,NA,Tupian,Maweti-Guarani,Aweti-Guarani
amap1240,amm,Ama,Ama (Papua New Guinea),141.658,-4.20192,Papunesia,Pacific,Papua New Guinea (PG),threatened,480,Arai-Kwomtari,Arai (Left May),NA,Left May,Western Left May,NA
amar1271,amg,Amarag,Amurdak,132.878,-11.9876,Australia,Pacific,Australia (AU),nearly extinct,5,Australian,Yiwaidjan,NA,Iwaidjan Proper,NA,NA
amar1272,aie,Amara,Amara,148.68,-5.55778,Papunesia,Pacific,Papua New Guinea (PG),shifting,1170,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
amar1273,aaz,Amarasi,Amarasi,123.964,-10.2175,Papunesia,Asia,Indonesia (ID),threatened,50000,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
amar1274,amr,Amarakaeri,Amarakaeri,-70.5533,-12.4931,South America,Americas,Peru (PE),shifting,500,Harakmbet,NA,NA,Harakmbut,NA,NA
amas1236,nyi,Ama,Ama (Sudan),29.4332,12.0993,Africa,Africa,Sudan (SD),not endangered,70000,Nilo-Saharan,Eastern Sudanic,Nyimang,Nyimang,NA,NA
amat1238,zpo,Amatlan Zapotec,Amatl?n Zapotec,-96.4003,16.2707,North America,Americas,Mexico (MX),threatened,10000,Oto-Manguean,Zapotecan,NA,Otomanguean,Eastern Otomanguean,Popoloca-Zapotecan
amba1263,rwm,Amba,Amba (Uganda),30.0014,0.81206,Africa,Africa,"Congo, The Democratic Republic of the (CD) / Uganda (UG)",threatened,35600,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
amba1265,amk,Ambai,Ambai,136.526,-1.88126,Papunesia,Asia,Indonesia (ID),threatened,10100,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
amba1266,utp,Amba,Amba (Solomon Islands),166.498,-11.2958,Papunesia,Pacific,Solomon Islands (SB),not endangered,590,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
amba1267,abc,Ambala Ayta,Ambala Ayta,120.283,14.8156,Papunesia,Asia,Philippines (PH),not endangered,1660,Austronesian,Malayo-Polynesian,Central Luzon,Austronesian,Malayo-Polynesian,Central Luzon
amba1269,aew,Ambakich,Ambakich,144.285,-4.23181,Papunesia,Pacific,Papua New Guinea (PG),shifting,770,Ramu-Lower Sepik,Ramu,NA,NA,NA,NA
ambe1246,unknow,NA,Ambermo,137.904,-1.76336,Papunesia,NA,Indonesia (ID),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
ambe1247,ael,Ambele,Ambele,9.62028,5.94043,Africa,Africa,Cameroon (CM),threatened,2600,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
ambe1248,amv,Ambelau,Ambelau,127.196,-3.85919,Papunesia,Asia,Indonesia (ID),not endangered,5700,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
ambl1237,alm,Amblong,Amblong,166.95,-15.5169,Papunesia,Pacific,Vanuatu (VU),shifting,300,Austronesian,Malayo-Polynesian,Eastern Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
ambo1249,amb,Ambo,Ambo,10.7798,7.07637,Africa,Africa,Nigeria (NG),not endangered,1000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
ambo1250,abs,Ambonese Malay,Ambonese Malay,128.184,-3.71342,Papunesia,Asia,Indonesia (ID),not endangered,200000,Austronesian,Malayo-Polynesian,North and East,Austronesian,Malayo-Polynesian,Malayo-Sumbawan
ambo1252,qva,Ambo-Pasco Quechua,Ambo-Pasco Quechua,-76.1135,-10.5138,South America,Americas,Peru (PE),threatened,90000,Quechuan,Quechua I,NA,Quechuan,Quechua I,Central Quechua I
ambr1239,aag,Ambrak,Ambrak,142.56,-3.61,Papunesia,Pacific,Papua New Guinea (PG),not endangered,290,Torricelli,Wapei-Palei,NA,Nuclear Torricelli,Nuclear Palai,Yangum-Ambrak
ambu1247,abt,Ambulas,Ambulas,143.059,-3.7801,Papunesia,Pacific,Papua New Guinea (PG),threatened,44000,Sepik,Ndu,NA,Ndu,Nuclear Ndu,Ambulas-Hanga-Hundi
amda1238,amj,Amdang,Amdang,20.8912,14.7528,Africa,Africa,Chad (TD),shifting,41100,Nilo-Saharan,Fur,NA,Furan,NA,NA
amdo1237,adx,Amdo Tibetan,Amdo Tibetan,100.485,34.5177,Eurasia,Asia,China (CN),not endangered,810000,Sino-Tibetan,Tibeto-Burman,Tibeto-Kanauri,Sino-Tibetan,Bodic,Bodish
amel1241,aey,Amele,Amele,145.687,-5.29126,Papunesia,Pacific,Papua New Guinea (PG),threatened,5300,Trans-New Guinea,Madang,Gum,Nuclear Trans New Guinea,Madang,Croisilles
amer1248,ase,American Sign Language,American Sign Language,-81.6121,33.8117,North America,Americas,"Barbados (BB) / Benin (BJ) / Bolivia, Plurinational State of (BO) / Burkina Faso (BF) / Canada (CA) / Central African Republic (CF) / Chad (TD) / China (CN) / Congo, The Democratic Republic of the (CD) / C?te d'Ivoire (CI) / Gabon (GA) / Ghana (GH) / Jamaica (JM) / Kenya (KE) / Madagascar (MG) / Mauritania (MR) / Nigeria (NG) / Philippines (PH) / Singapore (SG) / Togo (TG) / United States (US) / Zimbabwe (ZW)",not endangered,0,Deaf sign language,NA,NA,Sign Language,Deaf Sign Language,LSFic
amer1255,unknow,NA,American Indian Pidgin English,NA,NA,North America,NA,United States (US),NA,NA,NA,NA,NA,Pidgin,English based pidgin,NA
amga1235,ifa,Amganad Ifugao,Amganad Ifugao,121.042,16.9016,Papunesia,Asia,Philippines (PH),not endangered,27100,Austronesian,Malayo-Polynesian,Northern Luzon,Austronesian,Malayo-Polynesian,Northern Luzon
amha1245,amh,Amharic,Amharic,39.5435,11.7082,Africa,Africa,Djibouti (DJ) / Ethiopia (ET),not endangered,1.70E+07,Afro-Asiatic,Semitic,Ethiopian,Afro-Asiatic,Semitic,West Semitic
amii1238,amy,Ami,Ami,130.04,-13.5573,Australia,Pacific,Australia (AU),nearly extinct,32,Australian,Daly,Wagaydy,Western Daly,Maranunggu-Ame-Manda,Ame-Manda
amis1246,ami,Amis,Amis,121.348,23.0917,Papunesia,Asia,"Taiwan, Province of China (TW)",threatened,138000,Austronesian,East Formosan,NA,Austronesian,East Formosan,Central East Formosan
amol1235,alx,Amol,Mol,142.532,-3.46843,Papunesia,Pacific,Papua New Guinea (PG),shifting,270,Torricelli,Wapei-Palei,NA,Nuclear Torricelli,Nuclear Palai,Bragat-Aruop-Amol
amol1236,mbz,Amoltepec Mixtec,Amoltepec Mixtec,-97.4518,16.6521,North America,Americas,Mexico (MX),threatened,10000,Oto-Manguean,Mixtecan,Mixtec,Otomanguean,Eastern Otomanguean,Amuzgo-Mixtecan
amoo1242,amo,Amo,Amo,8.65405,10.3229,Africa,Africa,Nigeria (NG),not endangered,12300,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
amor1239,unknow,NA,Amorite,40.72,34.71,Eurasia,NA,Syrian Arab Republic (SY),extinct,NA,NA,NA,NA,Afro-Asiatic,Semitic,Unclassified Semitic
amot1239,unknow,NA,Amotomanco,NA,NA,North America,NA,Mexico (MX),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
ampa1238,aqd,NA,Ampari Dogon,-3.55,14.15,Africa,NA,Mali (ML),shifting,NA,NA,NA,NA,Dogon,West Dogon,NA
ampa1239,apg,Ampanang,Ampanang,116.349,-0.79259,Papunesia,Asia,Indonesia (ID),not endangered,30000,Austronesian,Malayo-Polynesian,Barito-Mahakam,Austronesian,Malayo-Polynesian,Basap-Greater Barito
amri1238,ajz,Amri Karbi,Amri Karbi,91.482,26.024,Eurasia,Asia,India (IN),not endangered,125000,Sino-Tibetan,Tibeto-Burman,NA,Sino-Tibetan,Kuki-Chin-Naga,Naga
amto1250,amt,Amto,Amto,141.339,-4.12165,Papunesia,Pacific,Papua New Guinea (PG),shifting,300,Amto-Musan,NA,NA,Amto-Musan,NA,NA
amun1246,adw,Amundava,Amundava,-62.3064,-9.04023,South America,Americas,Brazil (BR),threatened,83,Tupi,Tupi-Guarani,NA,Tupian,Maweti-Guarani,Aweti-Guarani
anaa1238,anw,Anaang,Anaang,7.57969,4.94832,Africa,Africa,Nigeria (NG),threatened,1400000,Niger-Congo,Atlantic-Congo,Benue-Congo,Atlantic-Congo,Volta-Congo,Benue-Congo
anak1240,akg,Anakalangu,Anakalangu,119.605,-9.63425,Papunesia,Asia,Indonesia (ID),threatened,14000,Austronesian,Malayo-Polynesian,Central Malayo-Polynesian,Austronesian,Malayo-Polynesian,Central-Eastern Malayo-Polynesian
anal1239,anm,Anal,Anal,94.2806,24.0506,Eurasia,Asia,India (IN) / Myanmar (MM),shifting,13900,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,Sino-Tibetan,Kuki-Chin-Naga,Kuki-Chin
anam1247,pda,Anam,Anam,145.051,-4.68869,Papunesia,Pacific,Papua New Guinea (PG),shifting,1070,Trans-New Guinea,Madang,Josephstaal,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert
anam1248,imi,Anamgura,Anamuxra,144.991,-4.63762,Papunesia,Pacific,Papua New Guinea (PG),not endangered,1250,Trans-New Guinea,Madang,Josephstaal,Nuclear Trans New Guinea,Madang,Kalamic-South Adelbert
anam1249,aan,Anambe,Anamb?,-49.303,-2.71119,South America,Americas,Brazil (BR),extinct,7,Tupi,Tupi-Guarani,NA,Tupian,Maweti-Guarani,Aweti-Guarani
anat1248,dti,Ana Tinga Dogon,Ana Tinga Dogon,-3.1168,14.6669,Africa,Africa,Mali (ML),threatened,500,Niger-Congo,Atlantic-Congo,Dogon,Dogon,North Plateau Dogon,Yanda-Bondum-Tebul
anau1243,unknow,NA,Anauy?,NA,NA,South America,NA,Brazil (BR),extinct,NA,NA,NA,NA,Arawakan,Northern Maipuran,Inland Northern Maipuran
anca1236,acb,Anca,?nc?,11.1087,6.66524,Africa,Africa,Nigeria (NG),not endangered,300,Niger-Congo,Atlantic-Congo,Benue-Congo,Unattested,NA,NA
anci1242,grc,Ancient Greek,Ancient Greek,21.9129,39.8155,Eurasia,Europe,Greece (GR),extinct,0,Indo-European,Greek,NA,Indo-European,Graeco-Phrygian,Greek
anci1244,hbo,Ancient Hebrew,Ancient Hebrew,35.1725,31.7761,Eurasia,Asia,Israel (IL),extinct,0,Afro-Asiatic,Semitic,South,Afro-Asiatic,Semitic,West Semitic
anci1245,xna,NA,Ancient North Arabian,39.776,29.044,Eurasia,NA,Iraq (IQ),extinct,NA,NA,NA,NA,Afro-Asiatic,Semitic,West Semitic
anci1248,unknow,NA,Ancient Ligurian,NA,NA,Eurasia,NA,Italy (IT),NA,NA,NA,NA,NA,Unclassifiable,NA,NA
anda1280,hca,Andaman Creole Hindi,Andaman Creole Hindi,92.738,11.676,Papunesia,Asia,India (IN),not endangered,20500,Creole,Hindi based,NA,Indo-European,Indo-Iranian,Indo-Aryan
anda1283,afd,Andai,Andai,143.637,-4.96449,Papunesia,Pacific,Papua New Guinea (PG),shifting,400,Arafundi,NA,NA,Arafundi,NA,NA
anda1284,aod,Andarum,Andarum,144.767,-4.48734,Papunesia,Pacific,Papua New Guinea (PG),shifting,1080,Ramu-Lower Sepik,Ramu,NA,Lower Sepik-Ramu,Ramu,Goam
anda1286,ana,Andaqui,Andaqui,-76,2.74999,South America,Americas,Colombia (CO),extinct,0,Barbacoan,Andaqui,NA,NA,NA,NA
anda1287,xaa,NA,Andalusian Arabic,-5.2,36.54,Eurasia,NA,Spain (ES),extinct,NA,NA,NA,NA,Afro-Asiatic,Semitic,West Semitic
ande1247,adg,Andegerebinha,Andegerebinha,137.352,-22.5128,Australia,Pacific,Australia (AU),nearly extinct,10,Australian,Pama-Nyungan,NA,Pama-Nyungan,Arandic-Thura-Yura,Arandic
andh1242,anr,Andh,Andh,77.7156,19.4734,Eurasia,Asia,India (IN),threatened,100000,Indo-European,Indo-Iranian,Unclassified,Indo-European,Indo-Iranian,Indo-Aryan
andi1255,ani,Andi,Andi,46.2919,42.8078,Eurasia,Europe,Russian Federation (RU),threatened,21800,North Caucasian,East Caucasian,Andic,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic
andi1257,bzb,Andio,Andio,123.174,-0.88368,Papunesia,Asia,Indonesia (ID),shifting,1700,Austronesian,Malayo-Polynesian,Eastern,Austronesian,Malayo-Polynesian,Celebic
ando1254,unknow,NA,Andoquero,-72.3109,-0.66699,South America,NA,Colombia (CO),extinct,NA,NA,NA,NA,Huitotoan,Unclassified Huitotoan,NA
ando1255,anb,Andoa,Andoa,-76.6056,-3.29664,South America,Americas,Peru (PE),extinct,0,Zaparoan,NA,NA,Zaparoan,Iquito-Arabela,Arabela-Andoa
ando1256,ano,Andoque,Andoque,-72.0869,-0.53751,South America,Americas,Colombia (CO),shifting,370,Language Isolate,NA,NA,NA,NA,NA
andr1246,unknow,NA,Andro,94.0338,24.7543,Eurasia,NA,India (IN),extinct,NA,NA,NA,NA,Sino-Tibetan,Brahmaputran,Jingpho-Luish
